1380 783 0 978113940
1380 1129 1 978114093
1380 1291 1 978114773
1380 1688 0 978113989
1380 1779 0 978114223
1983 1 1 976898659
1983 11 1 976899003
1983 12 0 976900074
1983 45 0 976898863
1983 52 1 976898974
1983 93 0 976900003
1983 158 0 976933738
1983 187 0 976899421
1983 208 0 976933211
1983 224 1 976899226
1983 292 1 976933162
1983 330 1 976899092
1983 344 1 976899356
1983 345 0 976898798
1983 356 1 976898819
1983 362 1 976933689
1983 368 1 976899161
1983 371 0 976899305
1983 410 1 976899269
1983 417 1 976899070
1983 435 0 976899543
1983 440 1 976898863
1983 450 1 976899480
1983 457 1 976932965
1983 466 0 976899620
1983 468 1 976899226
1983 471 1 976898914
1983 474 1 976932965
1983 500 1 976898892
1983 514 1 976899025
1983 518 1 976899660
1983 532 1 976899248
1983 539 1 976899161
1983 575 0 976899739
1983 586 1 976899421
1983 590 1 976933653
1983 597 1 976899003
1983 836 0 976933773
1983 849 1 976933827
1983 996 1 976933236
1983 1265 1 976898699
1983 1379 0 976899620
1983 1445 0 976899984
1983 1453 0 976900053
1983 1479 0 976933162
1983 1485 1 976899044
1983 1500 1 976898699
1983 1517 1 976898892
1983 1518 1 976933162
1983 1588 0 976899331
1983 1646 0 976899543
1983 1747 1 976898730
1983 1777 0 976899161
1983 1785 1 976933019
1983 1792 1 976933162
1983 1831 0 976933236
1983 1883 1 976898838
1983 1884 1 976899305
1983 1894 0 976899480
1983 1918 0 976899575
1983 1923 1 976898730
1983 2002 0 976899480
1983 2006 1 976933653
1983 2012 1 976899248
1983 2052 1 976898730
1983 2082 0 976899620
1983 2094 1 976933118
1983 2124 1 976898798
1983 2252 0 976899575
1983 2289 1 976898640
1983 2302 1 976899004
1983 2321 1 976898699
1983 2331 0 976899226
1983 2424 1 976898892
1983 2431 1 976899480
1983 2485 0 976899543
1983 2506 1 976899180
1983 2616 0 976933162
1983 2805 0 976899511
1983 2907 1 976899447
1983 3120 1 976899683
1983 3174 1 976898798
1983 3178 1 976898757
1983 3243 0 976899395
1983 3247 0 976899161
1983 3253 1 976899025
1983 3254 0 976899620
1983 3261 1 976899108
1983 3263 0 976899070
1983 3266 1 976932567
1983 3268 0 976900053
1983 3269 1 976933718
1983 3274 1 976933097
1983 3358 1 976898819
1983 3452 0 976898582
1983 3544 1 976899269
1983 3555 1 976898558
1983 3614 1 976899070
1983 3809 1 976898974
2627 111 1 977108592
2627 501 0 977108844
2627 599 1 977108844
2627 750 1 977108461
2627 912 1 977108462
2627 923 1 977108462
2627 928 0 977108801
2627 1178 1 977108542
2627 1193 1 977108821
2627 1208 0 977108701
2627 1228 1 977108661
2627 1247 1 977108747
2627 1250 1 977108682
2627 1251 1 977108682
2627 1256 1 977108725
2627 1263 0 977108773
