539 2706 1 978358768
539 1127 0 978358768
539 2683 1 978358799
539 2710 0 978358825
539 3298 0 978358825
539 2355 1 978358848
539 2881 0 978358887
539 3409 0 978358920
539 2716 1 978358945
539 2688 0 978358945
539 2502 0 978359062
539 1513 0 978359101
539 2700 1 978359147
539 2987 0 978359186
108 3751 0 978365868
108 3536 1 978366045
108 3623 0 978366089
108 3821 0 978366115
867 3753 0 978367718
891 2302 1 978373377
193 2144 0 978373811
891 3255 1 978374059
891 1747 1 978374392
193 2746 0 978378777
574 1221 1 978382031
574 750 0 978382031
96 920 0 978382353
678 112 0 978382630
891 587 0 978385800
561 1196 1 978394485
561 589 1 978394694
561 1240 1 978394694
561 480 1 978394770
561 2916 1 978394770
561 1127 1 978394844
561 2640 1 978394844
561 3527 1 978394844
561 2985 1 978395161
561 1580 1 978395225
679 3793 0 978395290
561 3702 1 978395311
561 1876 0 978395552
561 2699 0 978395648
561 3752 0 978396376
561 3555 1 978396492
561 3578 1 978396492
561 3623 1 978396492
561 2028 1 978397208
679 2167 0 978397399
679 2723 0 978397554
561 457 1 978397748
561 1610 1 978397831
561 3418 1 978397831
561 1408 1 978397887
561 2006 1 978397887
561 733 1 978397956
561 1370 1 978397956
561 10 1 978398023
561 21 1 978398023
561 1573 1 978398068
561 165 1 978398126
561 3256 1 978398126
561 1429 1 978398178
561 1586 1 978398478
561 2701 0 978399080
904 3481 1 978404762
904 3578 0 978404762
904 3175 0 978405357
904 3793 0 978405473
129 3928 1 978405796
511 47 1 978405972
511 1249 1 978405972
511 551 1 978406060
129 1077 1 978406338
511 1079 1 978406897
511 1240 0 978407265
540 3948 0 978411337
301 2712 1 978419440
323 2694 0 978450667
323 1513 0 978450952
323 1207 1 978451117
323 1219 0 978451117
998 1207 1 978451117
998 1247 1 978451117
998 1304 1 978451146
998 1952 1 978451146
998 2863 1 978451146
998 924 1 978451179
998 1276 1 978451179
998 3507 0 978451210
323 1028 1 978451300
323 858 0 978451629
998 858 0 978451629
998 1221 0 978451629
323 1136 1 978451657
998 260 1 978451657
998 1136 1 978451657
998 1206 1 978451657
998 1193 0 978451657
998 3152 0 978451657
998 1080 1 978451707
998 1234 1 978451745
998 1387 0 978451745
323 3421 1 978451779
998 1272 0 978451779
323 3471 1 978451833
323 2640 1 978451931
998 2109 1 978451974
998 2657 0 978452022
998 2409 0 978452055
998 3506 0 978452055
323 1198 1 978452295
998 1225 1 978452295
998 1198 0 978452295
998 2804 1 978452346
323 1079 0 978452377
323 3068 0 978452377
998 1259 1 978452377
323 2352 1 978452402
323 1231 1 978452426
323 3361 1 978452459
998 2797 1 978452515
998 3039 0 978452571
998 3552 0 978452604
998 2150 0 978452744
998 2371 0 978452830
998 2423 0 978452859
998 2736 0 978452880
998 2011 0 978453001
998 3525 0 978453153
612 1617 1 978453169
678 1215 0 978453216
612 50 1 978453226
998 2717 0 978453240
612 1358 1 978453451
612 924 0 978453519
612 260 0 978453592
612 589 0 978453614
612 1258 1 978453657
612 2871 0 978453795
612 1089 1 978453811
612 110 1 978453973
612 2391 0 978454236
612 3728 0 978454291
612 1333 0 978454333
612 3499 0 978454333
612 1610 1 978454349
612 1994 1 978454461
612 1036 1 978454480
612 1645 0 978454604
612 3527 1 978454851
612 1370 0 978454910
687 555 1 978454994
612 2278 0 978455013
148 1722 0 978455031
148 733 0 978455066
148 2617 0 978455087
612 3917 1 978455106
148 1552 0 978455120
148 1586 0 978455143
148 1608 0 978455167
148 1479 0 978455207
612 1648 0 978455297
612 628 0 978455315
612 1834 0 978455411
612 587 0 978455500
612 474 0 978455784
612 1387 1 978455803
524 2617 0 978474912
623 3556 1 978491112
636 2997 1 978494085
189 608 0 978526173
189 3863 0 978526457
189 3623 0 978526517
338 318 1 978539466
338 912 1 978539593
338 2396 1 978539612
338 2664 1 978539612
338 903 1 978539693
338 608 1 978539735
338 1249 1 978539837
338 908 1 978539857
338 3512 1 978540332
338 1250 1 978540712
338 1617 1 978540778
63 3536 1 978545454
623 3552 0 978550032
387 849 0 978550255
473 3948 1 978553408
632 2700 1 978554164
510 903 1 978554445
510 924 1 978554445
632 1258 1 978555104
632 858 1 978555606
632 2987 1 978555881
632 2324 1 978556331
632 2599 1 978556779
632 1080 0 978556835
632 2064 0 978556835
632 1265 1 978556955
825 3247 0 978557062
632 1206 1 978557204
632 1270 1 978557301
632 1584 0 978557438
632 1573 1 978557492
112 3753 0 978559950
18 3298 0 978560078
18 3285 0 978560108
18 3299 0 978560122
112 3578 1 978560236
112 3793 0 978560236
423 3793 0 978560236
112 648 0 978560255
423 648 0 978560255
621 3911 1 978561805
965 2881 0 978570105
844 3408 0 978570127
152 527 1 978576635
422 527 1 978576635
422 2692 1 978576635
422 1233 1 978576659
422 1213 1 978576677
422 50 0 978576709
152 2324 1 978576753
422 2324 1 978576753
422 36 1 978576775
422 337 1 978576809
422 866 0 978576809
422 2289 0 978576809
422 2762 1 978576833
422 162 0 978576833
422 3105 0 978576833
422 32 0 978576887
422 2908 1 978576916
422 2571 0 978576929
