986 1210 1 958451969
986 260 1 958451995
986 1278 1 958452090
986 2648 1 958452090
986 2664 1 958452090
986 1214 0 958452090
986 1334 1 958452120
986 2716 1 958452120
986 1387 0 958452120
986 1347 0 958452158
986 1407 0 958452158
986 1982 0 958452226
986 1975 0 958452253
986 2315 0 958452274
986 2746 0 958452345
986 2717 1 958452387
986 2668 1 958452456
986 1644 0 958452456
986 1128 1 958452502
986 2163 1 958452502
986 196 0 958452528
986 1969 0 958452528
206 1961 0 958502863
206 858 1 958503128
206 1954 0 958503176
206 1222 0 958503208
206 3418 0 958503208
206 110 0 958503208
206 919 0 958503294
206 2628 0 958503374
206 924 1 958503509
206 1396 0 958503563
206 593 0 958503662
206 111 0 958503682
206 2701 0 958576573
206 2023 0 958577024
206 1586 0 958577270
206 3504 0 958577527
206 1968 0 958577662
206 2352 0 958577708
206 2243 0 958577752
206 2245 0 958578176
206 3255 0 958578198
206 3261 0 958578260
380 2628 0 959131591
380 1265 1 959132417
380 17 1 959132882
380 1097 0 959133259
380 357 0 959191193
380 2291 0 959191481
380 1569 0 959191630
380 11 1 959191831
380 293 0 959203583
380 1210 1 959203793
380 39 1 959204004
380 2150 0 959204774
380 339 0 959205152
380 597 1 959205262
380 471 1 959205286
380 543 1 959205625
125 1265 0 959207540
125 1097 1 959207570
125 2396 1 959207776
125 440 0 959210052
125 708 0 959210052
125 34 0 959210194
125 3418 0 959210295
125 994 1 959210392
125 2664 0 959210610
125 1258 0 959210635
125 2716 0 959210635
125 1387 0 959210657
125 1345 0 959210682
125 1407 0 959210738
125 1994 0 959210738
125 260 0 959210826
125 2571 0 959210826
125 527 0 959210896
125 2028 0 959210970
125 1210 0 959210993
125 593 0 959211364
125 2248 0 959211500
125 592 0 959211678
380 222 0 959215288
380 2496 1 959215987
380 852 1 959227037
575 1617 1 959926990
664 1617 1 959926990
575 2762 1 959927102
575 2858 0 959927102
664 2762 1 959927102
664 3006 1 959927102
664 2858 0 959927102
575 2997 0 959927121
664 2997 0 959927121
664 2628 0 959927134
575 2712 0 959927241
664 2712 0 959927241
575 3053 0 959927282
575 3408 1 959927414
575 318 1 959927528
575 527 1 959927546
664 110 1 959927568
664 2028 1 959927614
575 593 1 959927627
664 593 1 959927627
575 50 1 959927649
664 50 1 959927649
575 2324 1 959927732
664 589 1 959927732
664 2324 1 959927732
575 296 1 959927788
664 296 1 959927788
575 1089 1 959927910
664 1 1 959927971
664 32 1 959927990
575 480 0 959928023
664 3499 1 959928047
664 1396 0 959928082
664 1200 1 959928164
664 1214 1 959928164
664 541 0 959928164
664 260 0 959928164
664 1196 0 959928164
664 750 1 959928192
664 1206 1 959928192
664 1240 1 959928267
664 1584 1 959928267
664 2571 1 959928267
575 3300 1 959928305
664 198 0 959928331
664 2916 1 959928367
664 1527 0 959928367
664 1653 1 959928388
664 1580 1 959928417
575 858 1 959928708
664 1198 1 959928708
575 1197 1 959928733
664 1197 1 959928733
575 377 0 959928802
575 608 0 959928855
664 367 0 959928959
635 260 1 959949061
635 1210 0 959949117
635 2997 1 959949768
635 2396 0 959950075
664 2959 0 960009322
664 608 0 960010221
664 3147 1 960010279
664 1610 1 960010397
664 377 0 960010437
664 2232 0 960010437
664 2797 1 960010558
103 648 0 960072460
103 2858 1 960072584
103 2997 1 960072584
103 2628 0 960072657
103 593 0 960072804
103 919 1 960073026
103 1028 1 960073054
103 551 0 960073054
103 588 0 960073097
103 1220 0 960073097
103 1022 0 960073097
103 1282 1 960073098
103 2080 0 960073098
103 594 1 960073133
103 1029 0 960073133
103 2078 0 960073168
103 364 0 960073168
103 2096 0 960073168
103 2394 0 960073200
103 2081 0 960073200
103 1031 1 960073276
