751 3740 0 976504681
751 1220 0 976504681
751 3033 0 976504681
55 1544 0 976504684
751 2423 0 976504697
751 1958 0 976504720
751 2245 0 976504720
751 3448 0 976504720
751 2406 0 976504720
751 2081 0 976504737
751 2133 0 976504737
751 3087 0 976504737
751 2470 0 976504753
751 2003 0 976504753
751 2001 0 976504768
751 2746 0 976504768
751 2054 0 976504804
751 2141 0 976504804
751 2413 0 976504804
751 2375 0 976504824
751 2405 0 976504824
751 2794 0 976504824
751 2369 0 976504840
751 2378 0 976504840
751 2478 0 976504840
751 1091 0 976504860
751 2792 0 976504860
55 367 0 976504883
751 3392 0 976504885
751 1381 0 976504929
751 3689 0 976504929
751 3693 0 976504929
55 1918 0 976504931
55 2616 0 976504951
751 318 1 976504992
751 527 1 976505012
751 593 1 976505012
534 2997 0 976505024
751 1 1 976505024
751 2997 0 976505024
751 296 1 976505035
751 1358 0 976505051
534 3114 0 976505065
751 3114 1 976505065
534 2396 0 976505078
751 47 1 976505078
751 2396 1 976505078
534 3160 0 976505114
751 1266 1 976505114
534 32 0 976505139
751 1393 1 976505139
751 32 0 976505139
751 1265 0 976505139
751 2959 0 976505139
751 25 0 976505151
751 2542 0 976505162
751 36 0 976505194
751 150 0 976505194
751 300 0 976505194
534 2700 0 976505208
751 3147 1 976505208
751 515 0 976505237
751 1673 0 976505237
751 34 1 976505265
751 1923 1 976505265
751 778 1 976505303
751 1625 1 976505303
751 1449 0 976505303
55 2683 0 976505311
751 2291 1 976505321
751 1343 0 976505321
534 1396 0 976505335
55 2355 0 976505340
751 39 0 976505345
534 1584 0 976505373
751 1584 0 976505373
751 1747 0 976505373
751 1408 0 976505392
751 3044 0 976505407
751 62 0 976505407
751 595 0 976505422
751 471 0 976505422
751 2268 1 976505457
751 553 0 976505457
751 104 0 976505457
751 151 0 976505487
751 3105 0 976505491
751 2355 1 976505507
751 551 0 976505507
751 2108 0 976505507
751 3175 0 976505507
751 364 0 976505522
751 1653 0 976505522
55 2763 1 976505548
534 1517 0 976505550
751 1517 1 976505550
751 2124 0 976505560
751 3100 0 976505560
751 52 0 976505574
751 2706 0 976505585
751 671 0 976505603
751 2712 0 976505603
751 588 1 976505635
751 1729 0 976505652
751 3386 0 976505680
751 357 1 976505721
751 2321 1 976505721
751 350 0 976505739
751 3253 0 976505739
751 1407 0 976505760
751 590 0 976505780
751 11 0 976505780
751 663 0 976505795
751 1120 0 976505795
751 1721 1 976505842
751 141 0 976505842
751 356 0 976505861
751 1645 0 976505861
751 1805 0 976505861
751 3176 0 976505861
751 1892 0 976505869
751 454 1 976505886
751 440 0 976505886
751 832 0 976505899
751 543 0 976505918
751 2046 0 976505918
751 1183 0 976505938
751 1569 0 976505938
751 3263 0 976505938
751 3450 0 976505938
751 500 0 976505951
751 3809 0 976505951
751 802 0 976505966
751 3219 0 976505966
534 1527 0 976505980
751 1527 1 976505980
751 2294 0 976505997
751 852 0 976506059
751 1476 0 976506087
751 2539 0 976506103
751 3712 0 976506103
751 3082 1 976506137
751 3614 0 976506137
751 1688 0 976506151
751 1777 0 976506154
751 2672 0 976506172
751 647 0 976506236
751 1680 0 976506253
751 410 1 976506273
751 2710 0 976506273
751 2424 0 976506311
751 3264 0 976506312
751 585 0 976506326
751 2694 0 976506341
751 532 0 976506357
751 1485 0 976506357
751 344 0 976506372
751 317 0 976506389
751 177 0 976506450
534 780 0 976506480
751 780 1 976506480
751 2052 0 976506480
751 2446 0 976506535
751 2803 0 976506535
751 539 0 976506535
751 5 0 976506551
751 784 0 976506584
776 1635 0 976506611
751 175 0 976506651
751 586 0 976506651
534 2683 0 976506669
751 2541 0 976506669
751 1895 0 976506669
751 2683 0 976506669
487 1394 1 976506712
487 910 1 976506735
751 788 0 976506748
751 3249 0 976506748
487 1234 1 976506759
917 1234 1 976506759
751 257 0 976506762
751 18 0 976506776
751 382 0 976506792
487 3363 0 976506803
917 3363 1 976506803
534 485 0 976506818
751 485 0 976506818
751 2335 0 976506818
751 3258 0 976506818
751 3764 0 976506818
751 1911 0 976506831
751 516 0 976506842
487 1136 1 976506845
917 1136 0 976506845
751 1598 0 976506863
751 370 0 976506884
487 1079 1 976506912
917 1079 1 976506912
487 1278 1 976506938
917 1278 1 976506938
751 186 0 976506941
751 879 0 976506974
751 1515 0 976507013
751 1894 0 976507025
751 1461 0 976507025
751 3489 0 976507063
751 818 0 976507076
214 1242 1 976507108
751 432 0 976507151
751 747 0 976507152
751 2053 0 976507152
751 185 0 976507176
751 724 0 976507193
751 256 0 976507213
751 1644 0 976507225
751 2107 0 976507259
751 1359 0 976507328
751 762 0 976507359
751 2906 0 976507359
751 355 0 976507372
